sku,status,old_eur,new_eur,delta_eur,delta_pct,db_slug,title
SH45,NEW,,14.54,,,,"Silicone Hose Black Hump 1,75'' (45mm)"
SH51,NEW,,15.2,,,,"Silicone Hose Black Hump 2'' (51mm)"
SH57,NEW,,15.97,,,,"Silicone Hose Black Hump 2,25'' (57mm)"
SH60,NEW,,16.51,,,,"Silicone Hose Black Hump 2,375'' (60mm)"
SH63,NEW,,16.51,,,,"Silicone Hose Black Hump 2,5'' (63mm)"
SH70,NEW,,17.2,,,,"Silicone Hose Black Hump 2,75'' (70mm)"
SH76,NEW,,17.95,,,,"Silicone Hose Black Hump 3'' (76mm)"
SH80,NEW,,19.19,,,,"Silicone Hose Black Hump 3,125'' (80mm)"
SH83,NEW,,20.16,,,,"Silicone Hose Black Hump 3,25'' (83mm)"
SH89,NEW,,20.84,,,,"Silicone Hose Black Hump 3,5'' (89mm)"
TR-370,NEW,,555.76,,,,"Porsche 911 Turbo (996) Plenum, for 997.1 Turbo throttle body"
